"doi","Topic Area"
"10.1371/journal.pmed.0030163","Respiratory Medicine"
"10.1371/journal.pmed.0030164","Immunology"
"10.1371/journal.pmed.0030164","Infectious Diseases"
"10.1371/journal.pmed.0030164","Microbiology"
"10.1371/journal.pmed.0030164","Non-Clinical Medicine"
"10.1371/journal.pmed.0030164","Obstetrics"
"10.1371/journal.pmed.0030164","Oncology"
"10.1371/journal.pmed.0030164","Public Health and Epidemiology"
"10.1371/journal.pmed.0030164","Virology"
"10.1371/journal.pmed.0030164","Women's Health"
"10.1371/journal.pmed.0030165","Non-Clinical Medicine"
"10.1371/journal.pmed.0030166","Genetics and Genomics"
"10.1371/journal.pmed.0030166","Oncology"
"10.1371/journal.pmed.0030167","Non-Clinical Medicine"
"10.1371/journal.pmed.0030168","Genetics and Genomics"
"10.1371/journal.pmed.0030168","Oncology"
"10.1371/journal.pmed.0030168","Public Health and Epidemiology"
"10.1371/journal.pmed.0030168","Women's Health"
"10.1371/journal.pmed.0030169","Obstetrics"
"10.1371/journal.pmed.0030170","Neurological Disorders"
"10.1371/journal.pmed.0030170","Non-Clinical Medicine"
"10.1371/journal.pmed.0030170","Public Health and Epidemiology"
"10.1371/journal.pmed.0030171","Infectious Diseases"
"10.1371/journal.pmed.0030171","Non-Clinical Medicine"
"10.1371/journal.pmed.0030171","Public Health and Epidemiology"
"10.1371/journal.pmed.0030172","Genetics and Genomics"
"10.1371/journal.pmed.0030172","Hematology"
"10.1371/journal.pmed.0030172","Infectious Diseases"
"10.1371/journal.pmed.0030172","Nutrition"
"10.1371/journal.pmed.0030172","Pediatrics and Child Health"
"10.1371/journal.pmed.0030172","Public Health and Epidemiology"
"10.1371/journal.pmed.0030173","Cell Biology"
"10.1371/journal.pmed.0030173","Developmental Biology"
"10.1371/journal.pmed.0030173","Genetics and Genomics"
"10.1371/journal.pmed.0030173","Hematology"
"10.1371/journal.pmed.0030173","Oncology"
"10.1371/journal.pmed.0030173","Pathology"
"10.1371/journal.pmed.0030174","Genetics and Genomics"
"10.1371/journal.pmed.0030174","Oncology"
"10.1371/journal.pmed.0030174","Public Health and Epidemiology"
"10.1371/journal.pmed.0030174","Respiratory Medicine"
"10.1371/journal.pmed.0030176","Cardiovascular Disorders"
"10.1371/journal.pmed.0030176","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030176","Geriatrics"
"10.1371/journal.pmed.0030176","Public Health and Epidemiology"
"10.1371/journal.pmed.0030177","Immunology"
"10.1371/journal.pmed.0030177","Infectious Diseases"
"10.1371/journal.pmed.0030177","Microbiology"
"10.1371/journal.pmed.0030177","Virology"
"10.1371/journal.pmed.0030178","Non-Clinical Medicine"
"10.1371/journal.pmed.0030178","Pharmacology"
"10.1371/journal.pmed.0030178","Urology"
"10.1371/journal.pmed.0030178","Women's Health"
"10.1371/journal.pmed.0030179","Infectious Diseases"
"10.1371/journal.pmed.0030179","Non-Clinical Medicine"
"10.1371/journal.pmed.0030179","Public Health and Epidemiology"
"10.1371/journal.pmed.0030180","Infectious Diseases"
"10.1371/journal.pmed.0030180","Non-Clinical Medicine"
"10.1371/journal.pmed.0030180","Pediatrics and Child Health"
"10.1371/journal.pmed.0030180","Public Health and Epidemiology"
"10.1371/journal.pmed.0030180","Virology"
"10.1371/journal.pmed.0030181","Immunology"
"10.1371/journal.pmed.0030181","Infectious Diseases"
"10.1371/journal.pmed.0030181","Microbiology"
"10.1371/journal.pmed.0030181","Non-Clinical Medicine"
"10.1371/journal.pmed.0030181","Pharmacology"
"10.1371/journal.pmed.0030181","Public Health and Epidemiology"
"10.1371/journal.pmed.0030182","Biochemistry"
"10.1371/journal.pmed.0030182","Mental Health"
"10.1371/journal.pmed.0030182","Non-Clinical Medicine"
"10.1371/journal.pmed.0030182","Pediatrics and Child Health"
"10.1371/journal.pmed.0030182","Science Policy"
"10.1371/journal.pmed.0030183","Developmental Biology"
"10.1371/journal.pmed.0030183","Infectious Diseases"
"10.1371/journal.pmed.0030183","Microbiology"
"10.1371/journal.pmed.0030183","Non-Clinical Medicine"
"10.1371/journal.pmed.0030183","Public Health and Epidemiology"
"10.1371/journal.pmed.0030184","Public Health and Epidemiology"
"10.1371/journal.pmed.0030185","Mental Health"
"10.1371/journal.pmed.0030185","Pediatrics and Child Health"
"10.1371/journal.pmed.0030186","Non-Clinical Medicine"
"10.1371/journal.pmed.0030186","Public Health and Epidemiology"
"10.1371/journal.pmed.0030187","Cardiovascular Disorders"
"10.1371/journal.pmed.0030187","Critical Care and Emergency Medicine"
"10.1371/journal.pmed.0030187","Infectious Diseases"
"10.1371/journal.pmed.0030187","Microbiology"
"10.1371/journal.pmed.0030187","Nephrology"
"10.1371/journal.pmed.0030187","Non-Clinical Medicine"
"10.1371/journal.pmed.0030187","Public Health and Epidemiology"
"10.1371/journal.pmed.0030187","Respiratory Medicine"
"10.1371/journal.pmed.0030188","Non-Clinical Medicine"
"10.1371/journal.pmed.0030189","Mental Health"
"10.1371/journal.pmed.0030189","Non-Clinical Medicine"
"10.1371/journal.pmed.0030189","Pharmacology"
"10.1371/journal.pmed.0030189","Public Health and Epidemiology"
"10.1371/journal.pmed.0030190","Mental Health"
"10.1371/journal.pmed.0030190","Public Health and Epidemiology"
"10.1371/journal.pmed.0030191","Biochemistry"
"10.1371/journal.pmed.0030191","Mental Health"
"10.1371/journal.pmed.0030191","Non-Clinical Medicine"
"10.1371/journal.pmed.0030191","Pharmacology"
"10.1371/journal.pmed.0030191","Public Health and Epidemiology"
"10.1371/journal.pmed.0030191","Women's Health"
"10.1371/journal.pmed.0030192","Non-Clinical Medicine"
"10.1371/journal.pmed.0030192","Nutrition"
"10.1371/journal.pmed.0030192","Obstetrics"
"10.1371/journal.pmed.0030192","Pediatrics and Child Health"
"10.1371/journal.pmed.0030192","Public Health and Epidemiology"
"10.1371/journal.pmed.0030192","Science Policy"
"10.1371/journal.pmed.0030192","Women's Health"
"10.1371/journal.pmed.0030193","Oncology"
"10.1371/journal.pmed.0030194","Critical Care and Emergency Medicine"
"10.1371/journal.pmed.0030194","Infectious Diseases"
"10.1371/journal.pmed.0030194","Microbiology"
"10.1371/journal.pmed.0030194","Public Health and Epidemiology"
"10.1371/journal.pmed.0030194","Respiratory Medicine"
"10.1371/journal.pmed.0030195","Critical Care and Emergency Medicine"
"10.1371/journal.pmed.0030195","Developmental Biology"
"10.1371/journal.pmed.0030195","Infectious Diseases"
"10.1371/journal.pmed.0030195","Public Health and Epidemiology"
"10.1371/journal.pmed.0030196","Biochemistry"
"10.1371/journal.pmed.0030196","Neuroscience"
"10.1371/journal.pmed.0030196","Obstetrics"
"10.1371/journal.pmed.0030196","Pediatrics and Child Health"
"10.1371/journal.pmed.0030196","Women's Health"
"10.1371/journal.pmed.0030197","Infectious Diseases"
"10.1371/journal.pmed.0030197","Microbiology"
"10.1371/journal.pmed.0030197","Non-Clinical Medicine"
"10.1371/journal.pmed.0030197","Pediatrics and Child Health"
"10.1371/journal.pmed.0030197","Pharmacology"
"10.1371/journal.pmed.0030197","Public Health and Epidemiology"
"10.1371/journal.pmed.0030198","Biochemistry"
"10.1371/journal.pmed.0030198","Non-Clinical Medicine"
"10.1371/journal.pmed.0030198","Public Health and Epidemiology"
"10.1371/journal.pmed.0030199","Infectious Diseases"
"10.1371/journal.pmed.0030199","Non-Clinical Medicine"
"10.1371/journal.pmed.0030199","Public Health and Epidemiology"
"10.1371/journal.pmed.0030199","Women's Health"
"10.1371/journal.pmed.0030200","Genetics and Genomics"
"10.1371/journal.pmed.0030200","Hematology"
"10.1371/journal.pmed.0030200","Infectious Diseases"
"10.1371/journal.pmed.0030200","Microbiology"
"10.1371/journal.pmed.0030200","Non-Clinical Medicine"
"10.1371/journal.pmed.0030200","Pediatrics and Child Health"
"10.1371/journal.pmed.0030200","Public Health and Epidemiology"
"10.1371/journal.pmed.0030201","Cell Biology"
"10.1371/journal.pmed.0030201","Genetics and Genomics"
"10.1371/journal.pmed.0030201","Neuroscience"
"10.1371/journal.pmed.0030201","Ophthalmology"
"10.1371/journal.pmed.0030202","Infectious Diseases"
"10.1371/journal.pmed.0030202","Non-Clinical Medicine"
"10.1371/journal.pmed.0030202","Public Health and Epidemiology"
"10.1371/journal.pmed.0030202","Virology"
"10.1371/journal.pmed.0030202","Women's Health"
"10.1371/journal.pmed.0030203","Pediatrics and Child Health"
"10.1371/journal.pmed.0030203","Public Health and Epidemiology"
"10.1371/journal.pmed.0030204","Hematology"
"10.1371/journal.pmed.0030204","Infectious Diseases"
"10.1371/journal.pmed.0030204","Non-Clinical Medicine"
"10.1371/journal.pmed.0030204","Pediatrics and Child Health"
"10.1371/journal.pmed.0030204","Public Health and Epidemiology"
"10.1371/journal.pmed.0030205","Hematology"
"10.1371/journal.pmed.0030206","Cell Biology"
"10.1371/journal.pmed.0030206","Oncology"
"10.1371/journal.pmed.0030207","Hematology"
"10.1371/journal.pmed.0030207","Infectious Diseases"
"10.1371/journal.pmed.0030207","Non-Clinical Medicine"
"10.1371/journal.pmed.0030207","Pediatrics and Child Health"
"10.1371/journal.pmed.0030207","Public Health and Epidemiology"
"10.1371/journal.pmed.0030208","Biotechnology"
"10.1371/journal.pmed.0030208","Computational Biology"
"10.1371/journal.pmed.0030208","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030208","Genetics and Genomics"
"10.1371/journal.pmed.0030208","Pathology"
"10.1371/journal.pmed.0030208","Physiology"
"10.1371/journal.pmed.0030208","Public Health and Epidemiology"
"10.1371/journal.pmed.0030209","Biotechnology"
"10.1371/journal.pmed.0030209","Computational Biology"
"10.1371/journal.pmed.0030209","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030209","Genetics and Genomics"
"10.1371/journal.pmed.0030209","Pathology"
"10.1371/journal.pmed.0030209","Physiology"
"10.1371/journal.pmed.0030209","Public Health and Epidemiology"
"10.1371/journal.pmed.0030210","Hematology"
"10.1371/journal.pmed.0030211","Developmental Biology"
"10.1371/journal.pmed.0030211","Non-Clinical Medicine"
"10.1371/journal.pmed.0030211","Nutrition"
"10.1371/journal.pmed.0030211","Public Health and Epidemiology"
"10.1371/journal.pmed.0030211","Women's Health"
"10.1371/journal.pmed.0030212","Infectious Diseases"
"10.1371/journal.pmed.0030212","Non-Clinical Medicine"
"10.1371/journal.pmed.0030212","Public Health and Epidemiology"
"10.1371/journal.pmed.0030212","Respiratory Medicine"
"10.1371/journal.pmed.0030213","Biochemistry"
"10.1371/journal.pmed.0030213","Mental Health"
"10.1371/journal.pmed.0030213","Non-Clinical Medicine"
"10.1371/journal.pmed.0030213","Pharmacology"
"10.1371/journal.pmed.0030213","Public Health and Epidemiology"
"10.1371/journal.pmed.0030213","Women's Health"
"10.1371/journal.pmed.0030214","Cardiovascular Disorders"
"10.1371/journal.pmed.0030214","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030214","Geriatrics"
"10.1371/journal.pmed.0030214","Neurological Disorders"
"10.1371/journal.pmed.0030214","Pharmacology"
"10.1371/journal.pmed.0030214","Public Health and Epidemiology"
"10.1371/journal.pmed.0030215","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030215","Immunology"
"10.1371/journal.pmed.0030215","Surgery"
"10.1371/journal.pmed.0030216","Cardiovascular Disorders"
"10.1371/journal.pmed.0030216","Non-Clinical Medicine"
"10.1371/journal.pmed.0030216","Public Health and Epidemiology"
"10.1371/journal.pmed.0030217","Genetics and Genomics"
"10.1371/journal.pmed.0030217","Oncology"
"10.1371/journal.pmed.0030217","Public Health and Epidemiology"
"10.1371/journal.pmed.0030218","Critical Care and Emergency Medicine"
"10.1371/journal.pmed.0030218","Infectious Diseases"
"10.1371/journal.pmed.0030218","Microbiology"
"10.1371/journal.pmed.0030218","Pathology"
"10.1371/journal.pmed.0030218","Public Health and Epidemiology"
"10.1371/journal.pmed.0030220","Mental Health"
"10.1371/journal.pmed.0030220","Public Health and Epidemiology"
"10.1371/journal.pmed.0030221","Hematology"
"10.1371/journal.pmed.0030221","Infectious Diseases"
"10.1371/journal.pmed.0030221","Public Health and Epidemiology"
"10.1371/journal.pmed.0030222","Infectious Diseases"
"10.1371/journal.pmed.0030222","Microbiology"
"10.1371/journal.pmed.0030222","Radiology and Medical Imaging"
"10.1371/journal.pmed.0030222","Virology"
"10.1371/journal.pmed.0030223","Genetics and Genomics"
"10.1371/journal.pmed.0030223","Geriatrics"
"10.1371/journal.pmed.0030223","Public Health and Epidemiology"
"10.1371/journal.pmed.0030223","Rheumatology"
"10.1371/journal.pmed.0030223","Women's Health"
"10.1371/journal.pmed.0030224","Infectious Diseases"
"10.1371/journal.pmed.0030224","Non-Clinical Medicine"
"10.1371/journal.pmed.0030224","Obstetrics"
"10.1371/journal.pmed.0030224","Pediatrics and Child Health"
"10.1371/journal.pmed.0030224","Public Health and Epidemiology"
"10.1371/journal.pmed.0030224","Women's Health"
"10.1371/journal.pmed.0030225","Infectious Diseases"
"10.1371/journal.pmed.0030225","Non-Clinical Medicine"
"10.1371/journal.pmed.0030225","Obstetrics"
"10.1371/journal.pmed.0030225","Pediatrics and Child Health"
"10.1371/journal.pmed.0030225","Public Health and Epidemiology"
"10.1371/journal.pmed.0030225","Women's Health"
"10.1371/journal.pmed.0030226","Infectious Diseases"
"10.1371/journal.pmed.0030226","Non-Clinical Medicine"
"10.1371/journal.pmed.0030226","Public Health and Epidemiology"
"10.1371/journal.pmed.0030226","Urology"
"10.1371/journal.pmed.0030227","Genetics and Genomics"
"10.1371/journal.pmed.0030227","Hematology"
"10.1371/journal.pmed.0030227","Infectious Diseases"
"10.1371/journal.pmed.0030227","Nutrition"
"10.1371/journal.pmed.0030227","Pediatrics and Child Health"
"10.1371/journal.pmed.0030227","Public Health and Epidemiology"
"10.1371/journal.pmed.0030228","Public Health and Epidemiology"
"10.1371/journal.pmed.0030229","Cardiovascular Disorders"
"10.1371/journal.pmed.0030229","Non-Clinical Medicine"
"10.1371/journal.pmed.0030229","Pharmacology"
"10.1371/journal.pmed.0030229","Public Health and Epidemiology"
"10.1371/journal.pmed.0030230","Dermatology"
"10.1371/journal.pmed.0030230","Infectious Diseases"
"10.1371/journal.pmed.0030230","Microbiology"
"10.1371/journal.pmed.0030230","Pathology"
"10.1371/journal.pmed.0030230","Public Health and Epidemiology"
"10.1371/journal.pmed.0030231","Ecology"
"10.1371/journal.pmed.0030231","Infectious Diseases"
"10.1371/journal.pmed.0030232","Computational Biology"
"10.1371/journal.pmed.0030232","Developmental Biology"
"10.1371/journal.pmed.0030232","Genetics and Genomics"
"10.1371/journal.pmed.0030232","Oncology"
"10.1371/journal.pmed.0030232","Pathology"
"10.1371/journal.pmed.0030233","Cardiovascular Disorders"
"10.1371/journal.pmed.0030233","Critical Care and Emergency Medicine"
"10.1371/journal.pmed.0030233","Neurological Disorders"
"10.1371/journal.pmed.0030233","Otolaryngology"
"10.1371/journal.pmed.0030233","Public Health and Epidemiology"
"10.1371/journal.pmed.0030233","Radiology and Medical Imaging"
"10.1371/journal.pmed.0030233","Respiratory Medicine"
"10.1371/journal.pmed.0030234","Pathology"
"10.1371/journal.pmed.0030234","Respiratory Medicine"
"10.1371/journal.pmed.0030235","Genetics and Genomics"
"10.1371/journal.pmed.0030235","Hematology"
"10.1371/journal.pmed.0030235","Infectious Diseases"
"10.1371/journal.pmed.0030235","Microbiology"
"10.1371/journal.pmed.0030235","Pediatrics and Child Health"
"10.1371/journal.pmed.0030235","Public Health and Epidemiology"
"10.1371/journal.pmed.0030236","Mental Health"
"10.1371/journal.pmed.0030236","Pediatrics and Child Health"
"10.1371/journal.pmed.0030237","Biochemistry"
"10.1371/journal.pmed.0030237","Respiratory Medicine"
"10.1371/journal.pmed.0030238","Infectious Diseases"
"10.1371/journal.pmed.0030238","Non-Clinical Medicine"
"10.1371/journal.pmed.0030238","Public Health and Epidemiology"
"10.1371/journal.pmed.0030239","Biochemistry"
"10.1371/journal.pmed.0030239","Mental Health"
"10.1371/journal.pmed.0030239","Non-Clinical Medicine"
"10.1371/journal.pmed.0030239","Pharmacology"
"10.1371/journal.pmed.0030239","Public Health and Epidemiology"
"10.1371/journal.pmed.0030239","Women's Health"
"10.1371/journal.pmed.0030240","Mental Health"
"10.1371/journal.pmed.0030240","Pharmacology"
"10.1371/journal.pmed.0030240","Public Health and Epidemiology"
"10.1371/journal.pmed.0030241","Infectious Diseases"
"10.1371/journal.pmed.0030241","Microbiology"
"10.1371/journal.pmed.0030241","Non-Clinical Medicine"
"10.1371/journal.pmed.0030241","Pharmacology"
"10.1371/journal.pmed.0030241","Public Health and Epidemiology"
"10.1371/journal.pmed.0030242","Biochemistry"
"10.1371/journal.pmed.0030242","Biotechnology"
"10.1371/journal.pmed.0030242","Cell Biology"
"10.1371/journal.pmed.0030242","Genetics and Genomics"
"10.1371/journal.pmed.0030242","Infectious Diseases"
"10.1371/journal.pmed.0030242","Microbiology"
"10.1371/journal.pmed.0030242","Molecular Biology"
"10.1371/journal.pmed.0030242","Virology"
"10.1371/journal.pmed.0030243","Cell Biology"
"10.1371/journal.pmed.0030243","Developmental Biology"
"10.1371/journal.pmed.0030243","Genetics and Genomics"
"10.1371/journal.pmed.0030243","Hematology"
"10.1371/journal.pmed.0030243","Oncology"
"10.1371/journal.pmed.0030243","Pathology"
"10.1371/journal.pmed.0030244","Non-Clinical Medicine"
"10.1371/journal.pmed.0030244","Public Health and Epidemiology"
"10.1371/journal.pmed.0030244","Science Policy"
"10.1371/journal.pmed.0030245","Non-Clinical Medicine"
"10.1371/journal.pmed.0030245","Public Health and Epidemiology"
"10.1371/journal.pmed.0030245","Science Policy"
"10.1371/journal.pmed.0030247","Biochemistry"
"10.1371/journal.pmed.0030247","Neuroscience"
"10.1371/journal.pmed.0030247","Obstetrics"
"10.1371/journal.pmed.0030247","Pediatrics and Child Health"
"10.1371/journal.pmed.0030247","Women's Health"
"10.1371/journal.pmed.0030248","Biochemistry"
"10.1371/journal.pmed.0030248","Neuroscience"
"10.1371/journal.pmed.0030248","Obstetrics"
"10.1371/journal.pmed.0030248","Pediatrics and Child Health"
"10.1371/journal.pmed.0030248","Women's Health"
"10.1371/journal.pmed.0030249","Non-Clinical Medicine"
"10.1371/journal.pmed.0030250","Non-Clinical Medicine"
"10.1371/journal.pmed.0030250","Public Health and Epidemiology"
"10.1371/journal.pmed.0030250","Science Policy"
"10.1371/journal.pmed.0030252","Non-Clinical Medicine"
"10.1371/journal.pmed.0030253","Cell Biology"
"10.1371/journal.pmed.0030253","Immunology"
"10.1371/journal.pmed.0030253","Infectious Diseases"
"10.1371/journal.pmed.0030253","Microbiology"
"10.1371/journal.pmed.0030254","Oncology"
"10.1371/journal.pmed.0030254","Pathology"
"10.1371/journal.pmed.0030255","Immunology"
"10.1371/journal.pmed.0030255","Infectious Diseases"
"10.1371/journal.pmed.0030255","Pediatrics and Child Health"
"10.1371/journal.pmed.0030255","Virology"
"10.1371/journal.pmed.0030256","Infectious Diseases"
"10.1371/journal.pmed.0030256","Non-Clinical Medicine"
"10.1371/journal.pmed.0030256","Public Health and Epidemiology"
"10.1371/journal.pmed.0030258","Biochemistry"
"10.1371/journal.pmed.0030258","Cardiovascular Disorders"
"10.1371/journal.pmed.0030258","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030258","Geriatrics"
"10.1371/journal.pmed.0030258","Nutrition"
"10.1371/journal.pmed.0030258","Physiology"
"10.1371/journal.pmed.0030258","Public Health and Epidemiology"
"10.1371/journal.pmed.0030259","Immunology"
"10.1371/journal.pmed.0030259","Infectious Diseases"
"10.1371/journal.pmed.0030259","Pediatrics and Child Health"
"10.1371/journal.pmed.0030259","Virology"
"10.1371/journal.pmed.0030260","Non-Clinical Medicine"
"10.1371/journal.pmed.0030260","Public Health and Epidemiology"
"10.1371/journal.pmed.0030261","Infectious Diseases"
"10.1371/journal.pmed.0030261","Non-Clinical Medicine"
"10.1371/journal.pmed.0030261","Public Health and Epidemiology"
"10.1371/journal.pmed.0030262","Infectious Diseases"
"10.1371/journal.pmed.0030262","Mathematics"
"10.1371/journal.pmed.0030262","Non-Clinical Medicine"
"10.1371/journal.pmed.0030262","Public Health and Epidemiology"
"10.1371/journal.pmed.0030263","Evolutionary Biology"
"10.1371/journal.pmed.0030263","Genetics and Genomics"
"10.1371/journal.pmed.0030263","Infectious Diseases"
"10.1371/journal.pmed.0030263","Microbiology"
"10.1371/journal.pmed.0030263","Molecular Biology"
"10.1371/journal.pmed.0030263","Public Health and Epidemiology"
"10.1371/journal.pmed.0030263","Rheumatology"
"10.1371/journal.pmed.0030263","Virology"
"10.1371/journal.pmed.0030264","Biochemistry"
"10.1371/journal.pmed.0030264","Genetics and Genomics"
"10.1371/journal.pmed.0030264","Immunology"
"10.1371/journal.pmed.0030264","Oncology"
"10.1371/journal.pmed.0030264","Public Health and Epidemiology"
"10.1371/journal.pmed.0030264","Surgery"
"10.1371/journal.pmed.0030264","Women's Health"
"10.1371/journal.pmed.0030265","Pediatrics and Child Health"
"10.1371/journal.pmed.0030266","Immunology"
"10.1371/journal.pmed.0030266","Infectious Diseases"
"10.1371/journal.pmed.0030266","Ophthalmology"
"10.1371/journal.pmed.0030266","Public Health and Epidemiology"
"10.1371/journal.pmed.0030267","Non-Clinical Medicine"
"10.1371/journal.pmed.0030267","Oncology"
"10.1371/journal.pmed.0030267","Public Health and Epidemiology"
"10.1371/journal.pmed.0030267","Science Policy"
"10.1371/journal.pmed.0030268","Infectious Diseases"
"10.1371/journal.pmed.0030268","Mathematics"
"10.1371/journal.pmed.0030268","Non-Clinical Medicine"
"10.1371/journal.pmed.0030268","Oncology"
"10.1371/journal.pmed.0030268","Public Health and Epidemiology"
"10.1371/journal.pmed.0030268","Women's Health"
"10.1371/journal.pmed.0030269","Mental Health"
"10.1371/journal.pmed.0030269","Public Health and Epidemiology"
"10.1371/journal.pmed.0030270","Genetics and Genomics"
"10.1371/journal.pmed.0030270","Hematology"
"10.1371/journal.pmed.0030270","Oncology"
"10.1371/journal.pmed.0030271","Mathematics"
"10.1371/journal.pmed.0030271","Non-Clinical Medicine"
"10.1371/journal.pmed.0030271","Public Health and Epidemiology"
"10.1371/journal.pmed.0030272","Infectious Diseases"
"10.1371/journal.pmed.0030272","Mathematics"
"10.1371/journal.pmed.0030272","Public Health and Epidemiology"
"10.1371/journal.pmed.0030272","Virology"
"10.1371/journal.pmed.0030273","Infectious Diseases"
"10.1371/journal.pmed.0030273","Non-Clinical Medicine"
"10.1371/journal.pmed.0030273","Public Health and Epidemiology"
"10.1371/journal.pmed.0030273","Respiratory Medicine"
"10.1371/journal.pmed.0030274","Immunology"
"10.1371/journal.pmed.0030274","Infectious Diseases"
"10.1371/journal.pmed.0030274","Microbiology"
"10.1371/journal.pmed.0030274","Pathology"
"10.1371/journal.pmed.0030275","Immunology"
"10.1371/journal.pmed.0030275","Infectious Diseases"
"10.1371/journal.pmed.0030275","Microbiology"
"10.1371/journal.pmed.0030275","Non-Clinical Medicine"
"10.1371/journal.pmed.0030275","Obstetrics"
"10.1371/journal.pmed.0030275","Oncology"
"10.1371/journal.pmed.0030275","Public Health and Epidemiology"
"10.1371/journal.pmed.0030275","Virology"
"10.1371/journal.pmed.0030275","Women's Health"
"10.1371/journal.pmed.0030276","Genetics and Genomics"
"10.1371/journal.pmed.0030276","Obstetrics"
"10.1371/journal.pmed.0030276","Women's Health"
"10.1371/journal.pmed.0030277","Immunology"
"10.1371/journal.pmed.0030277","Infectious Diseases"
"10.1371/journal.pmed.0030278","Non-Clinical Medicine"
"10.1371/journal.pmed.0030279","Non-Clinical Medicine"
"10.1371/journal.pmed.0030279","Public Health and Epidemiology"
"10.1371/journal.pmed.0030280","Computational Biology"
"10.1371/journal.pmed.0030280","Ecology"
"10.1371/journal.pmed.0030280","Infectious Diseases"
"10.1371/journal.pmed.0030280","Public Health and Epidemiology"
"10.1371/journal.pmed.0030281","Biotechnology"
"10.1371/journal.pmed.0030281","Non-Clinical Medicine"
"10.1371/journal.pmed.0030282","Hematology"
"10.1371/journal.pmed.0030282","Infectious Diseases"
"10.1371/journal.pmed.0030282","Non-Clinical Medicine"
"10.1371/journal.pmed.0030282","Pediatrics and Child Health"
"10.1371/journal.pmed.0030282","Public Health and Epidemiology"
"10.1371/journal.pmed.0030283","Hematology"
"10.1371/journal.pmed.0030283","Infectious Diseases"
"10.1371/journal.pmed.0030283","Non-Clinical Medicine"
"10.1371/journal.pmed.0030283","Pediatrics and Child Health"
"10.1371/journal.pmed.0030283","Public Health and Epidemiology"
"10.1371/journal.pmed.0030284","Hematology"
"10.1371/journal.pmed.0030284","Infectious Diseases"
"10.1371/journal.pmed.0030284","Non-Clinical Medicine"
"10.1371/journal.pmed.0030284","Pediatrics and Child Health"
"10.1371/journal.pmed.0030284","Public Health and Epidemiology"
"10.1371/journal.pmed.0030285","Non-Clinical Medicine"
"10.1371/journal.pmed.0030285","Pharmacology"
"10.1371/journal.pmed.0030285","Public Health and Epidemiology"
"10.1371/journal.pmed.0030285","Science Policy"
"10.1371/journal.pmed.0030286","Non-Clinical Medicine"
"10.1371/journal.pmed.0030286","Pharmacology"
"10.1371/journal.pmed.0030286","Public Health and Epidemiology"
"10.1371/journal.pmed.0030286","Science Policy"
"10.1371/journal.pmed.0030287","Cardiovascular Disorders"
"10.1371/journal.pmed.0030287","Diabetes and Endocrinology"
"10.1371/journal.pmed.0030287","Immunology"
"10.1371/journal.pmed.0030287","Nutrition"
"10.1371/journal.pmed.0030288","Biotechnology"
"10.1371/journal.pmed.0030288","Non-Clinical Medicine"
"10.1371/journal.pmed.0030289","Genetics and Genomics"
"10.1371/journal.pmed.0030289","Immunology"
"10.1371/journal.pmed.0030290","Cardiovascular Disorders"
"10.1371/journal.pmed.0030290","Cell Biology"
"10.1371/journal.pmed.0030290","Computational Biology"
"10.1371/journal.pmed.0030290","Critical Care and Emergency Medicine"
"10.1371/journal.pmed.0030290","Genetics and Genomics"
"10.1371/journal.pmed.0030290","Hematology"
"10.1371/journal.pmed.0030290","Molecular Biology"
"10.1371/journal.pmed.0030290","Oncology"
"10.1371/journal.pmed.0030290","Pharmacology"
"10.1371/journal.pmed.0030290","Physiology"
"10.1371/journal.pmed.0030290","Respiratory Medicine"
"10.1371/journal.pmed.0030291","Science Policy"
"10.1371/journal.pmed.0030292","Genetics and Genomics"
"10.1371/journal.pmed.0030292","Immunology"
"10.1371/journal.pmed.0030292","Infectious Diseases"
"10.1371/journal.pmed.0030293","Infectious Diseases"
"10.1371/journal.pmed.0030293","Microbiology"
"10.1371/journal.pmed.0030293","Public Health and Epidemiology"
"10.1371/journal.pmed.0030293","Rheumatology"
"10.1371/journal.pmed.0030294","Biochemistry"
"10.1371/journal.pmed.0030294","Mental Health"
"10.1371/journal.pmed.0030294","Non-Clinical Medicine"
"10.1371/journal.pmed.0030294","Pathology"
"10.1371/journal.pmed.0030294","Pharmacology"
"10.1371/journal.pmed.0030294","Public Health and Epidemiology"
"10.1371/journal.pmed.0030295","Infectious Diseases"
"10.1371/journal.pmed.0030296","Immunology"
"10.1371/journal.pmed.0030296","Infectious Diseases"
"10.1371/journal.pmed.0030296","Non-Clinical Medicine"
"10.1371/journal.pmed.0030296","Pediatrics and Child Health"
"10.1371/journal.pmed.0030296","Public Health and Epidemiology"
"10.1371/journal.pmed.0030296","Science Policy"
"10.1371/journal.pmed.0030296","Virology"
"10.1371/journal.pmed.0030297","Immunology"
"10.1371/journal.pmed.0030297","Pharmacology"
"10.1371/journal.pmed.0030297","Public Health and Epidemiology"
"10.1371/journal.pmed.0030297","Rheumatology"
"10.1371/journal.pmed.0030299","Non-Clinical Medicine"
"10.1371/journal.pmed.0030299","Public Health and Epidemiology"
"10.1371/journal.pmed.0030300","Cardiovascular Disorders"
